city,state_abbr,r_elec_class,r_gas_class,c_elec_class,c_gas_class,i_elec_class,i_gas_class
Haledon,NJ,1,1,2.0,1.0,1.0,1.0
Hamburg,NJ,1,1,1.0,2.0,1.0,1.0
Hamilton,NJ,3,3,1.0,1.0,2.0,3.0
Hammonton,NJ,1,1,0.0,0.0,0.0,0.0
Hampton,NJ,1,1,3.0,3.0,1.0,1.0
Hanover,NJ,2,1,0.0,0.0,1.0,2.0
Harding,NJ,1,1,2.0,3.0,0.0,0.0
Hardwick,NJ,1,1,1.0,1.0,0.0,0.0
Hardyston,NJ,1,1,2.0,3.0,1.0,1.0
Harmony,NJ,1,1,1.0,2.0,1.0,1.0
Harrington Park,NJ,1,1,1.0,2.0,1.0,1.0
Harrison,NJ,2,2,1.0,1.0,1.0,1.0
Harvey Cedars,NJ,1,1,1.0,1.0,0.0,0.0
Hasbrouck Heights,NJ,1,1,3.0,1.0,1.0,1.0
Haworth,NJ,1,1,1.0,2.0,0.0,0.0
Hawthorne,NJ,2,1,0.0,0.0,1.0,1.0
Hazlet,NJ,2,2,1.0,1.0,1.0,1.0
Helmetta,NJ,1,1,1.0,1.0,0.0,0.0
Hi-Nella,NJ,1,1,1.0,1.0,0.0,0.0
High Bridge,NJ,1,1,1.0,1.0,1.0,1.0
Highland Park,NJ,1,1,0.0,0.0,1.0,1.0
Highlands,NJ,1,1,2.0,3.0,1.0,1.0
Hightstown,NJ,1,1,2.0,3.0,0.0,0.0
Hillsborough,NJ,3,2,1.0,1.0,0.0,0.0
Hillsdale,NJ,1,1,2.0,3.0,1.0,1.0
Hillside,NJ,1,2,1.0,1.0,1.0,1.0
Ho-Ho-Kus,NJ,1,1,1.0,2.0,1.0,1.0
Hoboken,NJ,3,2,1.0,1.0,1.0,1.0
Holland,NJ,1,1,1.0,2.0,1.0,1.0
Holmdel,NJ,2,1,0.0,0.0,1.0,2.0
